Index,Offset,Original,Cleaned,Translation
7108,7951152,\pDeath Cloud,Death Cloud,
7109,7951168,"\pCool, cool. Choose your course!","Cool, cool. Choose your course!",
7110,7951208,\pWight,Wight,
7111,7951216,"\p...'Zat so? Tch. I don't much\ncare for cheapskates.\nSmell ya later, I guess!\k","...'Zat so? Tch. I don't much care for cheapskates. Smell ya later, I guess!",
7112,7951304,\pHoneyfish,Honeyfish,
7114,7951464,\pVenom,Venom,
7115,7951472,\pYou rang?,You rang?,
7116,7951488,\pSea Punk,Sea Punk,
7117,7951504,"\p1 Week%16x\h\,%DG\n2 Weeks%16x\h\,%DG\n3 Weeks%16x\h\,%DG","1 Week,%DG 2 Weeks,%DG 3 Weeks,%DG",
7118,7951568,\pElectric Ray,Electric Ray,
7119,7951584,\p\hMaster Grifter Cherrykey,Master Grifter Cherrykey,
7120,7951616,\pMega Wisp,Mega Wisp,
7121,7951632,\p\hDemonic Deity Gardy,Demonic Deity Gardy,
7122,7951656,\pBone Knight,Bone Knight,
7123,7951672,\pWhat the...?! You're as poor as I am!\k,What the...?! You're as poor as I am!,
7124,7951720,\pKiller Flower,Killer Flower,
7125,7951736,"\pThe old man stole \h%1c\,%d%0cG.\k","The old man stole ,[NUM]G.",
7126,7951776,\pDark Angel,Dark Angel,
7127,7951792,\pThe old man cast %1c%s%0c magic.\k,The old man cast [TEXT] magic.,
7128,7951832,\pShadow Fish,Shadow Fish,
7129,7951848,\pReceived %2c%s%0c.\k,Received [TEXT].,
7130,7951872,\pIronhead,Ironhead,
7131,7951888,\pThe old man just nods and walks away.\k,The old man just nods and walks away.,
7132,7951936,\pRich Egg'n,Rich Egg'n,
7133,7951952,\p...Huh. So there really are still\nkindly fools left in this world.\k,...Huh. So there really are still kindly fools left in this world.,
7134,7952152,\pDefender,Defender,
7135,7952168,\pDemon Master,Demon Master,
7136,7952184,"\pPassing traveler! A moment, please?","Passing traveler! A moment, please?",
7137,7952224,"\pWhat'd you say, you ingrate?!\nToo good to toss an old man some coin?\k","What'd you say, you ingrate?! Too good to toss an old man some coin?",
7138,7952384,\pThe old man reluctantly shuffles off.\k,The old man reluctantly shuffles off.,
7140,7952536,\pDeadhand,Deadhand,
7141,7952552,\pGorgon,Gorgon,
7142,7952568,\p%3c%s%0c has been\npossessed!\k,[TEXT] has been possessed!,
7143,7952608,\pTentacles,Tentacles,
7144,7952624,"\p%3c%s%0c's\nAT, DF, SP, and MG\nhave gone down!\k","[TEXT]'s AT, DF, SP, and MG have gone down!",
7145,7952680,\pSea Serpent,Sea Serpent,
7146,7952696,\p%3c%s%0c's items and magic\nhave been sealed!\k,[TEXT]'s items and magic have been sealed!,
7147,7952752,\pTitan,Titan,
7148,7952760,\p%3c%s%0c has been cursed!\k,[TEXT] has been cursed!,
7149,7952792,\pPhantom,Phantom,
7150,7952808,\p%3c%s%0c has been poisoned!\k,[TEXT] has been poisoned!,
7151,7952840,\p%3c%s%0c fell asleep!\k,[TEXT] fell asleep!,
7152,7952872,\pMagical Moai,Magical Moai,
7153,7952888,\pEhehe... Gotcha!\k,Ehehe... Gotcha!,
7154,7952912,\pVampire King,Vampire King,
7155,7952928,"\pOoh, a tie!\nOnce more, with feeling%50w!","Ooh, a tie! Once more, with feeling%50w!",
7156,7952976,\pDragonblade,Dragonblade,
7157,7952992,"\pReady? Rock, paper, scissors, shoot!\k","Ready? Rock, paper, scissors, shoot!",
7158,7953040,\pGore Vulture,Gore Vulture,
7159,7953056,"\pLong time, no see!\nHow have you been?\k","Long time, no see! How have you been?",
7160,7953304,\pApocalypse,Apocalypse,
7161,7953320,\pHeeeeya! ,Heeeeya!,
7162,7953336,\pBrocken,Brocken,
7163,7953352,\p\hRoche,Roche,
7164,7953368,\pDeadwing,Deadwing,
7165,7953384,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
7166,7953408,\pHades Horse,Hades Horse,
7167,7953424,\pTake care out there!\nHappy trails!\k,Take care out there! Happy trails!,
7168,7953464,\pScrapper,Scrapper,
7169,7953480,"\p\h%1c\,%d%0cG has been taken.\k",",[NUM]G has been taken.",
7170,7953520,\pAsura,Asura,
7171,7953528,"\pDah, da-da-da-daaah!","Dah, da-da-da-daaah!",
7172,7953552,"\pCongratulations!\nYou've been selected from a pool of\n\h\,%d people!\k","Congratulations! You've been selected from a pool of ,[NUM] people!",
7173,7953720,\pNecromancer,Necromancer,
7174,7953736,\p\hTravel Service,Travel Service,
7175,7953760,"\pCongratulations!\nYou've been selected from a pool of\n\h\,%d people!\k","Congratulations! You've been selected from a pool of ,[NUM] people!",
7176,7953936,\pArbitrator,Arbitrator,
7177,7953952,\pParallel,Parallel,
7178,7953968,\pRibboid,Ribboid,
7179,7953984,"\p%0x%0y\h\,%12d%0cG",",[NUM]G",
7180,7954008,\pMifune,Mifune,
7181,7954024,\pBlahh,Blahh,
7182,7954032,\pYou're giving me money?\k,You're giving me money?,
7183,7954240,"\pWell, what've we here?\n","Well, what've we here?",
7184,7954272,\pWeaponized Tortoise,Weaponized Tortoise,
7185,7954296,\pExpletive Deleted,Expletive Deleted,
7186,7954320,"\p\hThe %2c\,%{Total}d%0cG and all of\n%{Village}s %{VillageLv}s's %2c%{Treasure}s%0c, too,\nshould be in %3c%{Name}s%0c's hands.\k","The ,%{Total}dG and all of %{Village}s %{VillageLv}s's %{Treasure}s, too, should be in %{Name}s's hands.",
7187,7954464,"\pAll of %s %s's\n%2c%s%0c, too, should\nbe in %3c%s%0c's hands.\k","All of [TEXT] [TEXT]'s [TEXT], too, should be in [TEXT]'s hands.",
7188,7954536,\pOfficially Official,Officially Official,
7189,7954560,"\pThe \h%3c\,%{Total}d%0cG that\nwas in %{Village}s %{VillageLv}s\nbelongs to %{Name}s as well.\k","The ,%{Total}dG that was in %{Village}s %{VillageLv}s belongs to %{Name}s as well.",
7190,7954664,\pBandit Brah,Bandit Brah,
7191,7954680,"\pYou did it, %3c%s%0c!\nNow %3c%s %s%0c will be at peace!\k","You did it, [TEXT]! Now [TEXT] [TEXT] will be at peace!",
7192,7954744,\pTerrorist,Terrorist,
7193,7954760,\pWinter has come,Winter has come,
7194,7954784,\pCriminal,Criminal,
7195,7954800,\pFall has fallen,Fall has fallen,
7196,7954824,\pEqually Evil,Equally Evil,
7197,7954840,\pSummer now simmers,Summer now simmers,
7198,7954864,\pMoney Monger,Money Monger,
7199,7954880,\pSpring has sprung,Spring has sprung,
7200,7954904,\pDeadbeat,Deadbeat,
7201,7954920,\pBounty King,Bounty King,
7202,7954936,\pBeast,Beast,
7203,7955048,\pThe Great,The Great,
7204,7955112,\pDokapon Newb,Dokapon Newb,
7205,7955128,\pKilling Machine,Killing Machine,
7206,7955240,\pHero For Sale,Hero For Sale,
7207,7955256,\pAdventure Dealer,Adventure Dealer,
7208,7955352,\pTechnically Heroic,Technically Heroic,
7209,7955680,"\pCollected \h%3c\,%d%0cG and all the\n%3ctreasure%0c in the village.\k","Collected ,[NUM]G and all the treasure in the village.",
7210,7955752,\pHard-Working,Hard-Working,
7211,7955768,"\pCollected \h%3c\,%d%0cG.\k","Collected ,[NUM]G.",
7212,7955800,\pEvil Magistrate,Evil Magistrate,
7213,7955824,\p%s %s has developed into a %3c%s%0c.\k,[TEXT] [TEXT] has developed into a [TEXT].,
7214,7955872,\pHome Intruder,Home Intruder,
7215,7955888,\pAll stats increased by %2c%d%0c.\k,All stats increased by [NUM].,
7216,7955928,\pEven Eviler,Even Eviler,
7217,7955944,"\pScored \h%3c\,%d%0cG.\k","Scored ,[NUM]G.",
7218,7955976,\pBig Bully,Big Bully,
7219,7955992,\pAcquired %3c%s%0c.\k,Acquired [TEXT].,
7220,7956024,\pReal Estate Baron,Real Estate Baron,
7221,7956048,\pEveryone,Everyone,
7222,7956064,\pNarcissist ＃,Narcissist ＃,
7223,7956088,\p\h%2x%s\n,[TEXT],
7224,7956104,\pMiddle Manager,Middle Manager,
7225,7956128,\p%2xDeus\n,Deus,
7226,7956144,\pMad With Power,Mad With Power,
7227,7956168,\pSavings,Savings,
7228,7956184,\pLord of Shadows,Lord of Shadows,
7229,7956208,\pVillages,Villages,
7230,7956224,\pPsycho Pal,Psycho Pal,
7231,7956240,\pPower,Power,
7232,7956248,\pDokapon Initiate,Dokapon Initiate,
7233,7956272,\pSpoils,Spoils,
7234,7956288,\pAbout to Pop Off,About to Pop Off,
7235,7956312,\pMoney,Money,
7236,7956320,\pBurning Justice,Burning Justice,
7237,7956344,\pTreasure,Treasure,
7238,7956360,\pBusinessperson,Businessperson,
7239,7956384,\pTreasure\nMoney\nSpoils\nPower\nVillages\nSavings,Treasure Money Spoils Power Villages Savings,
7240,7956440,\pDreadfully Droll,Dreadfully Droll,
7241,7956464,\pSo considerate of you to include them.\k,So considerate of you to include them.,
7242,7956568,\pLone Wolf,Lone Wolf,
7243,7956592,\pSo considerate of you to include them.\k,So considerate of you to include them.,
7244,7956704,\pDokapon Mafioso,Dokapon Mafioso,
7245,7956728,\pConqueror,Conqueror,
7246,7956740,\pBite,Bite,
7247,7956752,\pOho? You say the others wish to\ngrant a bestowment as well?\k,Oho? You say the others wish to grant a bestowment as well?,
7248,7956824,"\p%3c%s%0c, you say?\nThat is the bestowment you seek?\k","[TEXT], you say? That is the bestowment you seek?",
7249,7956888,\pHeretic,Heretic,
7250,7956904,\pI shall reward your efforts with\nsomething worthy.,I shall reward your efforts with something worthy.,
7251,7956960,\pDokaponist,Dokaponist,
7252,7956976,"\pHow lovely for you, %3c%s%0c!","How lovely for you, [TEXT]!",
7253,7957008,\pMoneybags,Moneybags,
7254,7957024,\pHrmm?\n,Hrmm?,
7255,7957040,\pMaster Thief,Master Thief,
7256,7957056,"\pWhat, I say, what do you seek?","What, I say, what do you seek?",
7257,7957096,\pPeacekeeper,Peacekeeper,
7258,7957112,"\pDivinely well done, %3c%s%0c!\n","Divinely well done, [TEXT]!",
7259,7957152,\pLazy Bum,Lazy Bum,
7260,7957168,"\pJust a moment, I say, hold the phone!\k","Just a moment, I say, hold the phone!",
7261,7957464,\pJust Plain Evil,Just Plain Evil,
7262,7957488,"\pI do decree, that was nicely done!\nNot that I'd expect anything less.\k","I do decree, that was nicely done! Not that I'd expect anything less.",
7263,7957624,\pAll Fired Up!,All Fired Up!,
7264,7957640,\pJust Warming Up,Just Warming Up,
7265,7957664,"\pGoodness me, my necklace!\nThanks ever so!\k","Goodness me, my necklace! Thanks ever so!",
7266,7957796,\pSing,Sing,
7267,7957808,"\pOho, I say, oho! So %3c%s%0c\nis the first to arrive?\k","Oho, I say, oho! So [TEXT] is the first to arrive?",
7268,7957952,\pBerserker,Berserker,
7269,7957968,"\pWelcome, I say, welcome, one and all!\k","Welcome, I say, welcome, one and all!",
7270,7958168,\pEveryone's Hero,Everyone's Hero,
7271,7958192,"\pThen let us gather at the castle, and\k","Then let us gather at the castle, and",
7272,7958272,\pSuper Soldier,Super Soldier,
7273,7958288,"\pMm. A fine stopping point, I do\ndecree! But shall you, I say,\nshall you continue to play?","Mm. A fine stopping point, I do decree! But shall you, I say, shall you continue to play?",
7274,7958384,\pRPG Lover,RPG Lover,
7275,7958400,"\pHmm? I do decree, %3c%s%0c\ndoesn't seem to have any equipment!\k","Hmm? I do decree, [TEXT] doesn't seem to have any equipment!",
7276,7958536,\pThe %3centire continent%0c has been\noverrun by monsters!,The entire continent has been overrun by monsters!,
7277,7958596,\pFear,Fear,
7278,7958608,"\pHmm? I do decree, not a soul\nhas anything valuable to speak of!\k","Hmm? I do decree, not a soul has anything valuable to speak of!",
7279,7958752,"\p%3c%s%0c gained \h\,%2c%d%0c EXP!","[TEXT] gained ,[NUM] EXP!",
7280,7958788,\pRoar,Roar,
7281,7958800,"\pHmm? I do decree,\nno one has any money at all!\k","Hmm? I do decree, no one has any money at all!",
7282,7958928,\pNo viable targets for\nstatus ailments found!,No viable targets for status ailments found!,
7283,7958976,"\pHmm? I do decree, %3c%s%0c\nhas no money to their name at all!\nNot even a gold tooth.\k","Hmm? I do decree, [TEXT] has no money to their name at all! Not even a gold tooth.",
7284,7959144,\pNo warp destinations available!,No warp destinations available!,
7285,7959184,"\pHmm? I do decree, %3c%s%0c\ndoesn't have a lick of treasure!\nNot a lick, I say!\k","Hmm? I do decree, [TEXT] doesn't have a lick of treasure! Not a lick, I say!",
7287,7959360,"\pQuite generous, wouldn't you say?\nPerhaps friends are the real treasure!\k","Quite generous, wouldn't you say? Perhaps friends are the real treasure!",
7288,7959440,"\p%3c%s%0c seems to be offering\nup \h%2c\,%d%0cG.\k","[TEXT] seems to be offering up ,[NUM]G.",
7289,7959496,\pAre you sure?,Are you sure?,
7290,7959512,\pWhich continent will you warp to?,Which continent will you warp to?,
7291,7959552,"\pI do declare, %3c%s%0c seems to be\noffering up %2c%s %s%0c!\k","I do declare, [TEXT] seems to be offering up [TEXT] [TEXT]!",
7292,7959696,\p%3c%s%0c seems to be offering\nup some %2c%s%0c.\k,[TEXT] seems to be offering up some [TEXT].,
7293,7959752,"\pAll Bark, No Bite","All Bark, No Bite",
7294,7959776,"\pHmm? I say, %3c%s%0c doesn't seem\nto have any funds at all.\k","Hmm? I say, [TEXT] doesn't seem to have any funds at all.",
7295,7959848,\pTwisted Hero,Twisted Hero,
7296,7959864,"\pHmm? I do decree,\nthere's no land left to develop.\k","Hmm? I do decree, there's no land left to develop.",
7297,7959920,"\pThat's quite a shame, I do decree!\nI have no savings of my own, either.\k","That's quite a shame, I do decree! I have no savings of my own, either.",
7298,7960112,\pBad News,Bad News,
7299,7960128,\pUnbound Menace,Unbound Menace,
7300,7960152,"\pHmm? I do decree,\nthere's no land to develop here.\k","Hmm? I do decree, there's no land to develop here.",
7301,7960208,\pKingpin,Kingpin,
7302,7960224,"\pHere. I do decree, this is for you.\k","Here. I do decree, this is for you.",
7303,7960264,\pSham Hero,Sham Hero,
7304,7960288,"\pI do decree, it was a valiant effort!\nIt just wasn't quite valiant enough.\k","I do decree, it was a valiant effort! It just wasn't quite valiant enough.",
7305,7960440,\pWishy-Washy,Wishy-Washy,
7306,7960456,\pSlow and Steady,Slow and Steady,
7307,7960480,\pSo considerate of you to include them.\k,So considerate of you to include them.,
7308,7960600,\p\hLv.\m 4・,Lv. 4・,
7309,7960614,\pKeep Moving%25x\m< 40>,Keep Moving< 40>,
7310,7960640,"\pYou know what they say: if you want\nsomething done right, do it yourself!","You know what they say: if you want something done right, do it yourself!",
7311,7960720,\p\hLv.\m 5・,Lv. 5・,
7312,7960734,\pWorker Strike%25x\m< 50>,Worker Strike< 50>,
7313,7960768,"\pI'll sign over %3c%s%0c's\n%2c%s %s to you, then, okay?\k","I'll sign over [TEXT]'s [TEXT] [TEXT] to you, then, okay?",
7314,7960864,"\pI'll give you %2c%s%0c's\n\h%2c\,%d%0cG, then, okay?\k","I'll give you [TEXT]'s ,[NUM]G, then, okay?",
7315,7960960,\p\hLv.\m 3・,Lv. 3・,
7316,7960974,\pRough Up%25x\m< 30>,Rough Up< 30>,
7317,7961008,"\pI'll give you %3c%s%0c's\n%2c%s%0c, then, okay?\k","I'll give you [TEXT]'s [TEXT], then, okay?",
7318,7961096,\p\hLv.\m 2・,Lv. 2・,
7319,7961110,\pDebilitate%25x\m< 20>,Debilitate< 20>,
7320,7961136,\pHmm...\nWould %2c%s %s%0c suffice?,Hmm... Would [TEXT] [TEXT] suffice?,
7321,7961176,\p\hLv.\m 1・,Lv. 1・,
7322,7961190,\pLand Warp%25x\m< 10>,Land Warp< 10>,
7323,7961216,"\pHmm...\nWould you take \h%2c\,%d%0cG?","Hmm... Would you take ,[NUM]G?",
7324,7961256,\pHmm...\n%2c%s%0c sound good to you?,Hmm... [TEXT] sound good to you?,
7325,7961296,\p\hDark Aura%8x\m　　　　　　｜　　　　　,Dark Aura　　　　　　｜,
7326,7961350,\p Points Needed,Points Needed,
7327,7961368,\p\rNo warp destinations available!,No warp destinations available!,
7328,7961408,"\pMy, how extravagant!\n","My, how extravagant!",
7329,7961440,\p\rYou don't have enough points!,You don't have enough points!,
7330,7961480,\pWould %2c%s %s%0c suffice?,Would [TEXT] [TEXT] suffice?,
7331,7961512,\p\rProceed with the event?,Proceed with the event?,
7332,7961544,"\pHow does \h%2c\,%d%0cG sound?","How does ,[NUM]G sound?",
7333,7961576,\p%3c%s%0c's HP and status\nhave been restored!,[TEXT]'s HP and status have been restored!,
7334,7961624,\p%2c%s%0c sound good to you?,[TEXT] sound good to you?,
7335,7961656,"\pHiii! Goddess Cash, at your service! %1c＃%0c","Hiii! Goddess Cash, at your service! ＃",
7336,7961712,\pThe Darkling's malevolence has faded.\nAll BOX spaces are viable again!,The Darkling's malevolence has faded. All BOX spaces are viable again!,
7337,7961792,"\pDeus is busy today,\nso I'm here to fill in! %1c＃%0c\k","Deus is busy today, so I'm here to fill in! ＃",
7338,7962032,"\pWith a malevolent force, you\nclosed off all BOX spaces!","With a malevolent force, you closed off all BOX spaces!",
7339,7962096,\pThe Darkling's malevolence has faded.\nAll shops and banks have reopened!,The Darkling's malevolence has faded. All shops and banks have reopened!,
7340,7962176,"\pHmm? I do decree, no one\nhas any savings at all!\k","Hmm? I do decree, no one has any savings at all!",
7341,7962344,\pAll villages on %3c%s%0c have\nfallen one development level!,All villages on [TEXT] have fallen one development level!,
7342,7962408,"\pWork hard, and pay me all the taxes!","Work hard, and pay me all the taxes!",
7343,7962448,"\pWith a malevolent force, you compelled\nall shops and banks to close!","With a malevolent force, you compelled all shops and banks to close!",
7344,7962520,\pGive it everything you've got!,Give it everything you've got!,
7345,7962560,"\pHmm? I do decree, %3c%s%0c\nhas nothing saved up at all!\k","Hmm? I do decree, [TEXT] has nothing saved up at all!",
7346,7962736,"\pPilfered \h\,%2c%{Money}dG%0c\nfrom %3c%{Name}s%0c's savings!","Pilfered ,%{Money}dG from %{Name}s's savings!",
7347,7962800,"\pHmm? I do decree, %3c%s%0c\nhas no land of their own.\k","Hmm? I do decree, [TEXT] has no land of their own.",
7348,7962928,\pScorpion,Scorpion,
7349,7962944,"\pSummons monsters to villages, towns,\nand cities across all continents.","Summons monsters to villages, towns, and cities across all continents.",
7350,7963024,"\pLoyal subjects! I do decree, the road\nto the next continent is now open!\nGo! Foil Wallace's machinations!","Loyal subjects! I do decree, the road to the next continent is now open! Go! Foil Wallace's machinations!",
7351,7963136,\pSteals heaps of money from\nsavings in the bank.,Steals heaps of money from savings in the bank.,
7352,7963192,\pAll the treasure's been divvied up.\k,All the treasure's been divvied up.,
7353,7963232,\pMakes everyone move to the space\nthe Darkling is on!,Makes everyone move to the space the Darkling is on!,
7354,7963288,\pThis is for %3c%s%0c...\k,This is for [TEXT]...,
7355,7963328,"\pSummons monsters to villages, towns,\nand cities all across the current\ncontinent.","Summons monsters to villages, towns, and cities all across the current continent.",
7356,7963416,"\pI say, here we go...\k","I say, here we go...",
7357,7963448,\p\h%2x%s\n,[TEXT],
7358,7963472,"\pDowngrades villages, towns, and cities\nthroughout the continent you're on.","Downgrades villages, towns, and cities throughout the continent you're on.",
7359,7963552,"\pHmm? Well, I do decree,\nit seems another two have allied!\k","Hmm? Well, I do decree, it seems another two have allied!",
7360,7963704,\p\hLv.\m 9・,Lv. 9・,
7361,7963718,\pMarket Crash%25x\m< 90>,Market Crash< 90>,
7362,7963744,\pCloses all store spaces across all\ncontinents so no one can land on them.,Closes all store spaces across all continents so no one can land on them.,
7363,7963824,"\pOh, before that...\k","Oh, before that...",
7364,7963976,\pStill waffling...\n,Still waffling...,
7365,7964000,"\pCloses all Item Spaces, Magic Spaces,\n? Spaces, etc. so no one can land\non them!","Closes all Item Spaces, Magic Spaces, ? Spaces, etc. so no one can land on them!",
7366,7964088,\p\hLv.\m 8・,Lv. 8・,
7367,7964102,\pCome Here%25x\m< 80>,Come Here< 80>,
7368,7964128,"\pInflicts massive damage to\nall players, no matter how much\nthey scramble to get away!","Inflicts massive damage to all players, no matter how much they scramble to get away!",
